year,odometer,grade_of_rust,accident_zone,severity_of_accident,is_flooded,component,ease_of_acces(0-2),time_in_minutes,success,vehicle_type
2021.0,40000,2.0,rear,4.0,0.0,bumper,1.0,64.4,1.0,ev
2022.0,32000,3.0,side,5.0,1.0,bumper,1.0,65.6,0.0,combustion
2008.0,247000,4.0,none,0.0,0.0,bumper,1.0,78.7,1.0,combustion
2009.0,231000,5.0,front,2.0,0.0,bumper,1.0,94.5,0.0,combustion
2010.0,224000,0.0,rear,3.0,0.0,bumper,1.0,71.0,1.0,ev
2011.0,211000,1.0,side,4.0,1.0,bumper,1.0,70.7,1.0,combustion
2012.0,209000,2.0,none,0.0,0.0,bumper,1.0,60.0,0.0,hybrid
2013.0,163000,3.0,front,1.0,0.0,bumper,1.0,77.6,0.0,combustion
2014.0,159000,4.0,rear,2.0,0.0,bumper,1.0,77.5,0.0,hybrid
2015.0,139000,5.0,side,3.0,1.0,bumper,1.0,74.4,0.0,hybrid
2016.0,116000,0.0,none,0.0,0.0,bumper,1.0,62.7,1.0,combustion
2017.0,136000,1.0,front,5.0,1.0,bumper,1.0,77.9,0.0,combustion
2018.0,101000,2.0,rear,1.0,0.0,bumper,1.0,59.9,1.0,hybrid
2019.0,79000,3.0,side,2.0,0.0,bumper,1.0,67.3,0.0,combustion
2020.0,48000,4.0,none,0.0,0.0,bumper,1.0,68.0,0.0,combustion
2021.0,69000,5.0,front,4.0,1.0,bumper,1.0,95.3,0.0,hybrid
2022.0,35000,0.0,rear,5.0,0.0,bumper,1.0,67.2,1.0,combustion
2008.0,228000,1.0,side,1.0,0.0,bumper,1.0,68.1,1.0,combustion
2009.0,216000,2.0,none,0.0,0.0,bumper,1.0,75.4,0.0,combustion
2010.0,218000,3.0,front,3.0,1.0,bumper,1.0,79.3,0.0,combustion
2011.0,199000,4.0,rear,4.0,0.0,bumper,1.0,75.1,0.0,combustion
2012.0,176000,5.0,side,5.0,1.0,bumper,1.0,77.2,0.0,combustion
2013.0,189000,0.0,none,0.0,0.0,bumper,1.0,58.7,1.0,combustion
2014.0,156000,1.0,front,2.0,0.0,bumper,1.0,71.5,1.0,combustion
2015.0,163000,2.0,rear,3.0,0.0,bumper,1.0,59.4,1.0,combustion
2016.0,143000,3.0,side,4.0,1.0,bumper,1.0,63.3,0.0,hybrid
2017.0,117000,4.0,none,0.0,0.0,bumper,1.0,72.1,0.0,combustion
2018.0,117000,5.0,front,1.0,0.0,bumper,1.0,77.2,0.0,combustion
2019.0,80000,0.0,rear,2.0,0.0,bumper,1.0,51.5,1.0,hybrid
2020.0,91000,1.0,side,3.0,1.0,bumper,1.0,67.7,1.0,hybrid
2021.0,71000,2.0,none,0.0,0.0,bumper,1.0,75.0,0.0,combustion
2022.0,29000,3.0,front,5.0,1.0,bumper,1.0,87.2,0.0,hybrid
2008.0,259000,4.0,rear,1.0,0.0,bumper,1.0,73.0,0.0,hybrid
2009.0,223000,5.0,side,2.0,0.0,bumper,1.0,79.5,1.0,combustion
2010.0,249000,0.0,none,0.0,0.0,bumper,1.0,60.0,1.0,combustion
2011.0,221000,1.0,front,4.0,1.0,bumper,1.0,72.0,0.0,combustion
2012.0,181000,2.0,rear,5.0,0.0,bumper,1.0,60.6,1.0,hybrid
2013.0,196000,3.0,side,1.0,0.0,bumper,1.0,68.6,1.0,hybrid
2014.0,167000,4.0,none,0.0,0.0,bumper,1.0,74.9,0.0,combustion
2015.0,124000,5.0,front,3.0,1.0,bumper,1.0,84.0,0.0,ev
2016.0,115000,0.0,rear,4.0,0.0,bumper,1.0,61.3,0.0,hybrid
2017.0,116000,1.0,side,5.0,1.0,bumper,1.0,65.5,1.0,ev
2018.0,92000,2.0,none,0.0,0.0,bumper,1.0,64.6,1.0,hybrid
2019.0,92000,3.0,front,2.0,0.0,bumper,1.0,74.5,0.0,combustion
2020.0,95000,4.0,rear,3.0,0.0,bumper,1.0,65.8,0.0,combustion
2021.0,62000,5.0,side,4.0,1.0,bumper,1.0,77.3,0.0,combustion
2022.0,59000,0.0,none,0.0,0.0,bumper,1.0,56.1,1.0,combustion
2008.0,264000,1.0,front,1.0,0.0,bumper,1.0,63.5,1.0,ev
2009.0,224000,2.0,rear,2.0,0.0,bumper,1.0,72.9,1.0,hybrid
2010.0,220000,3.0,side,3.0,1.0,bumper,1.0,66.9,0.0,combustion
2011.0,211000,4.0,none,0.0,0.0,bumper,1.0,79.6,1.0,hybrid
2012.0,181000,5.0,front,5.0,1.0,bumper,1.0,97.3,0.0,combustion
2013.0,177000,0.0,rear,1.0,0.0,bumper,1.0,60.5,1.0,combustion
2014.0,166000,1.0,side,2.0,0.0,bumper,1.0,65.6,1.0,ev
2015.0,162000,2.0,none,0.0,0.0,bumper,1.0,66.6,1.0,combustion
2016.0,124000,3.0,front,4.0,1.0,bumper,1.0,81.2,0.0,combustion
2017.0,127000,4.0,rear,5.0,0.0,bumper,1.0,81.8,1.0,hybrid
2018.0,115000,5.0,side,1.0,0.0,bumper,1.0,78.2,1.0,combustion
2019.0,100000,0.0,none,0.0,0.0,bumper,1.0,60.5,1.0,combustion
2020.0,45000,1.0,front,3.0,1.0,bumper,1.0,67.3,0.0,combustion
2021.0,40000,2.0,rear,4.0,0.0,bumper,1.0,65.8,1.0,ev
2022.0,32000,3.0,side,5.0,1.0,bumper,1.0,65.8,0.0,combustion
2008.0,247000,4.0,none,0.0,0.0,bumper,1.0,71.7,0.0,combustion
2009.0,231000,5.0,front,2.0,0.0,bumper,1.0,84.3,1.0,combustion
2010.0,224000,0.0,rear,3.0,0.0,bumper,1.0,59.0,1.0,ev
2011.0,211000,1.0,side,4.0,1.0,bumper,1.0,61.9,1.0,combustion
2012.0,209000,2.0,none,0.0,0.0,bumper,1.0,63.1,1.0,hybrid
2013.0,163000,3.0,front,1.0,0.0,bumper,1.0,74.3,1.0,combustion
2014.0,159000,4.0,rear,2.0,0.0,bumper,1.0,73.8,0.0,hybrid
2015.0,139000,5.0,side,3.0,1.0,bumper,1.0,76.0,0.0,hybrid
2016.0,116000,0.0,none,0.0,0.0,bumper,1.0,61.2,1.0,combustion
2017.0,136000,1.0,front,5.0,1.0,bumper,1.0,75.7,0.0,combustion
2018.0,101000,2.0,rear,1.0,0.0,bumper,1.0,66.1,1.0,hybrid
2019.0,79000,3.0,side,2.0,0.0,bumper,1.0,74.5,1.0,combustion
2020.0,48000,4.0,none,0.0,0.0,bumper,1.0,76.5,1.0,combustion
2021.0,69000,5.0,front,4.0,1.0,bumper,1.0,90.6,0.0,hybrid
2022.0,35000,0.0,rear,5.0,0.0,bumper,1.0,57.3,1.0,combustion
2008.0,228000,1.0,side,1.0,0.0,bumper,1.0,61.1,1.0,combustion
2009.0,216000,2.0,none,0.0,0.0,bumper,1.0,72.1,1.0,combustion
2010.0,218000,3.0,front,3.0,1.0,bumper,1.0,84.7,0.0,combustion
2011.0,199000,4.0,rear,4.0,0.0,bumper,1.0,80.3,0.0,combustion
2012.0,176000,5.0,side,5.0,1.0,bumper,1.0,70.4,0.0,combustion
2013.0,189000,0.0,none,0.0,0.0,bumper,1.0,62.1,1.0,combustion
2014.0,156000,1.0,front,2.0,0.0,bumper,1.0,64.4,1.0,combustion
2015.0,163000,2.0,rear,3.0,0.0,bumper,1.0,69.8,1.0,combustion
2016.0,143000,3.0,side,4.0,1.0,bumper,1.0,74.3,0.0,hybrid
2017.0,117000,4.0,none,0.0,0.0,bumper,1.0,70.5,0.0,combustion
2018.0,117000,5.0,front,1.0,0.0,bumper,1.0,82.6,0.0,combustion
2019.0,80000,0.0,rear,2.0,0.0,bumper,1.0,59.7,1.0,hybrid
2020.0,91000,1.0,side,3.0,1.0,bumper,1.0,62.3,1.0,hybrid
2021.0,71000,2.0,none,0.0,0.0,bumper,1.0,63.1,1.0,combustion
2022.0,29000,3.0,front,5.0,1.0,bumper,1.0,81.6,0.0,hybrid
2008.0,259000,4.0,rear,1.0,0.0,bumper,1.0,72.2,0.0,hybrid
2009.0,223000,5.0,side,2.0,0.0,bumper,1.0,76.7,1.0,combustion
2010.0,249000,0.0,none,0.0,0.0,bumper,1.0,56.4,1.0,combustion
2011.0,221000,1.0,front,4.0,1.0,bumper,1.0,71.3,0.0,combustion
2012.0,181000,2.0,rear,5.0,0.0,bumper,1.0,63.8,0.0,hybrid
2013.0,196000,3.0,side,1.0,0.0,bumper,1.0,67.9,0.0,hybrid
2014.0,167000,4.0,none,0.0,0.0,bumper,1.0,67.4,0.0,combustion
2015.0,124000,5.0,front,3.0,1.0,bumper,1.0,89.4,0.0,ev
2016.0,115000,0.0,rear,4.0,0.0,bumper,1.0,65.7,1.0,hybrid
2017.0,116000,1.0,side,5.0,1.0,bumper,1.0,62.7,1.0,ev
2011.0,200000,0.0,none,0.0,0.0,door_front,1.0,74.5,1.0,combustion
2012.0,198000,1.0,front,2.0,0.0,door_front,1.0,85.0,1.0,combustion
2013.0,182000,2.0,rear,3.0,0.0,door_front,1.0,92.5,0.0,combustion
2014.0,167000,3.0,side,4.0,1.0,door_front,1.0,101.5,0.0,combustion
2015.0,140000,4.0,none,0.0,0.0,door_front,1.0,88.0,0.0,combustion
2016.0,169000,5.0,front,1.0,0.0,door_front,1.0,100.6,0.0,combustion
2017.0,112000,0.0,rear,2.0,0.0,door_front,1.0,78.8,1.0,ev
2018.0,68000,1.0,side,3.0,1.0,door_front,1.0,93.3,0.0,combustion
2019.0,74000,2.0,none,0.0,0.0,door_front,1.0,79.1,0.0,combustion
2020.0,65000,3.0,front,5.0,1.0,door_front,1.0,88.3,0.0,combustion
2021.0,51000,4.0,rear,1.0,0.0,door_front,1.0,87.0,0.0,combustion
2022.0,50000,5.0,side,2.0,0.0,door_front,1.0,105.9,0.0,hybrid
2008.0,254000,0.0,none,0.0,0.0,door_front,1.0,75.4,0.0,combustion
2009.0,253000,1.0,front,4.0,1.0,door_front,1.0,85.1,0.0,combustion
2010.0,227000,2.0,rear,5.0,0.0,door_front,1.0,87.9,1.0,combustion
2011.0,179000,3.0,side,1.0,0.0,door_front,1.0,93.9,1.0,hybrid
2012.0,193000,4.0,none,0.0,0.0,door_front,1.0,97.7,0.0,hybrid
2013.0,173000,5.0,front,3.0,1.0,door_front,1.0,101.1,0.0,combustion
2014.0,160000,0.0,rear,4.0,0.0,door_front,1.0,76.8,1.0,combustion
2015.0,129000,1.0,side,5.0,1.0,door_front,1.0,88.6,0.0,combustion
2016.0,146000,2.0,none,0.0,0.0,door_front,1.0,87.1,0.0,hybrid
2017.0,131000,3.0,front,2.0,0.0,door_front,1.0,95.0,1.0,combustion
2018.0,98000,4.0,rear,3.0,0.0,door_front,1.0,95.9,0.0,combustion
2019.0,75000,5.0,side,4.0,1.0,door_front,1.0,116.7,0.0,combustion
2020.0,59000,0.0,none,0.0,0.0,door_front,1.0,71.2,1.0,combustion
2021.0,57000,1.0,front,1.0,0.0,door_front,1.0,80.9,1.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,door_front,1.0,79.7,1.0,combustion
2008.0,255000,3.0,side,3.0,1.0,door_front,1.0,91.6,0.0,combustion
2009.0,256000,4.0,none,0.0,0.0,door_front,1.0,94.7,1.0,combustion
2010.0,236000,5.0,front,5.0,1.0,door_front,1.0,106.5,0.0,combustion
2011.0,206000,0.0,rear,1.0,0.0,door_front,1.0,67.3,1.0,combustion
2012.0,178000,1.0,side,2.0,0.0,door_front,1.0,94.5,1.0,ev
2013.0,204000,2.0,none,0.0,0.0,door_front,1.0,86.0,1.0,combustion
2014.0,144000,3.0,front,4.0,1.0,door_front,1.0,79.3,1.0,hybrid
2015.0,153000,4.0,rear,5.0,0.0,door_front,1.0,90.1,0.0,combustion
2016.0,122000,5.0,side,1.0,0.0,door_front,1.0,105.5,0.0,hybrid
2017.0,120000,0.0,none,0.0,0.0,door_front,1.0,80.7,1.0,hybrid
2018.0,100000,1.0,front,3.0,1.0,door_front,1.0,79.6,1.0,hybrid
2019.0,78000,2.0,rear,4.0,0.0,door_front,1.0,81.8,1.0,combustion
2020.0,68000,3.0,side,5.0,1.0,door_front,1.0,111.5,0.0,combustion
2021.0,78000,4.0,none,0.0,0.0,door_front,1.0,97.5,0.0,combustion
2022.0,60000,5.0,front,2.0,0.0,door_front,1.0,94.1,0.0,hybrid
2008.0,244000,0.0,rear,3.0,0.0,door_front,1.0,73.7,1.0,hybrid
2009.0,239000,1.0,side,4.0,1.0,door_front,1.0,93.0,0.0,ev
2010.0,226000,2.0,none,0.0,0.0,door_front,1.0,84.7,1.0,combustion
2011.0,194000,3.0,front,1.0,0.0,door_front,1.0,87.3,1.0,combustion
2012.0,187000,4.0,rear,2.0,0.0,door_front,1.0,101.4,1.0,hybrid
2013.0,174000,5.0,side,3.0,1.0,door_front,1.0,114.4,0.0,combustion
2014.0,160000,0.0,none,0.0,0.0,door_front,1.0,71.7,1.0,combustion
2015.0,143000,1.0,front,5.0,1.0,door_front,1.0,75.0,0.0,combustion
2016.0,132000,2.0,rear,1.0,0.0,door_front,1.0,80.9,1.0,combustion
2017.0,103000,3.0,side,2.0,0.0,door_front,1.0,101.1,0.0,combustion
2018.0,118000,4.0,none,0.0,0.0,door_front,1.0,98.7,0.0,hybrid
2019.0,85000,5.0,front,4.0,1.0,door_front,1.0,90.4,0.0,combustion
2020.0,96000,0.0,rear,5.0,0.0,door_front,1.0,83.5,1.0,hybrid
2021.0,47000,1.0,side,1.0,0.0,door_front,1.0,80.5,1.0,combustion
2022.0,27000,2.0,none,0.0,0.0,door_front,1.0,86.2,1.0,hybrid
2008.0,266000,3.0,front,3.0,1.0,door_front,1.0,95.2,0.0,combustion
2009.0,272000,4.0,rear,4.0,0.0,door_front,1.0,90.8,1.0,combustion
2010.0,221000,5.0,side,5.0,1.0,door_front,1.0,118.1,0.0,combustion
2011.0,200000,0.0,none,0.0,0.0,door_front,1.0,78.7,1.0,combustion
2012.0,198000,1.0,front,2.0,0.0,door_front,1.0,72.5,1.0,combustion
2013.0,182000,2.0,rear,3.0,0.0,door_front,1.0,82.4,1.0,combustion
2014.0,167000,3.0,side,4.0,1.0,door_front,1.0,103.4,0.0,combustion
2015.0,140000,4.0,none,0.0,0.0,door_front,1.0,98.3,1.0,combustion
2016.0,169000,5.0,front,1.0,0.0,door_front,1.0,99.3,0.0,combustion
2017.0,112000,0.0,rear,2.0,0.0,door_front,1.0,75.8,0.0,ev
2018.0,68000,1.0,side,3.0,1.0,door_front,1.0,92.2,1.0,combustion
2019.0,74000,2.0,none,0.0,0.0,door_front,1.0,87.9,1.0,combustion
2020.0,65000,3.0,front,5.0,1.0,door_front,1.0,87.0,1.0,combustion
2021.0,51000,4.0,rear,1.0,0.0,door_front,1.0,87.2,0.0,combustion
2022.0,50000,5.0,side,2.0,0.0,door_front,1.0,94.9,0.0,hybrid
2008.0,254000,0.0,none,0.0,0.0,door_front,1.0,73.6,1.0,combustion
2009.0,253000,1.0,front,4.0,1.0,door_front,1.0,82.5,0.0,combustion
2010.0,227000,2.0,rear,5.0,0.0,door_front,1.0,78.9,1.0,combustion
2011.0,179000,3.0,side,1.0,0.0,door_front,1.0,87.3,0.0,hybrid
2012.0,193000,4.0,none,0.0,0.0,door_front,1.0,97.2,0.0,hybrid
2013.0,173000,5.0,front,3.0,1.0,door_front,1.0,103.1,0.0,combustion
2014.0,160000,0.0,rear,4.0,0.0,door_front,1.0,81.3,0.0,combustion
2015.0,129000,1.0,side,5.0,1.0,door_front,1.0,88.1,0.0,combustion
2016.0,146000,2.0,none,0.0,0.0,door_front,1.0,83.8,1.0,hybrid
2017.0,131000,3.0,front,2.0,0.0,door_front,1.0,93.0,0.0,combustion
2018.0,98000,4.0,rear,3.0,0.0,door_front,1.0,88.1,1.0,combustion
2019.0,75000,5.0,side,4.0,1.0,door_front,1.0,108.9,0.0,combustion
2020.0,59000,0.0,none,0.0,0.0,door_front,1.0,73.0,1.0,combustion
2021.0,57000,1.0,front,1.0,0.0,door_front,1.0,74.5,1.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,door_front,1.0,88.6,1.0,combustion
2008.0,255000,3.0,side,3.0,1.0,door_front,1.0,100.5,0.0,combustion
2009.0,256000,4.0,none,0.0,0.0,door_front,1.0,91.4,1.0,combustion
2010.0,236000,5.0,front,5.0,1.0,door_front,1.0,93.9,0.0,combustion
2011.0,206000,0.0,rear,1.0,0.0,door_front,1.0,76.7,1.0,combustion
2012.0,178000,1.0,side,2.0,0.0,door_front,1.0,87.7,0.0,ev
2013.0,204000,2.0,none,0.0,0.0,door_front,1.0,81.5,0.0,combustion
2014.0,144000,3.0,front,4.0,1.0,door_front,1.0,88.3,1.0,hybrid
2015.0,153000,4.0,rear,5.0,0.0,door_front,1.0,92.2,0.0,combustion
2016.0,122000,5.0,side,1.0,0.0,door_front,1.0,95.5,0.0,hybrid
2017.0,120000,0.0,none,0.0,0.0,door_front,1.0,76.7,1.0,hybrid
2018.0,100000,1.0,front,3.0,1.0,door_front,1.0,80.9,1.0,hybrid
2019.0,78000,2.0,rear,4.0,0.0,door_front,1.0,86.2,1.0,combustion
2020.0,68000,3.0,side,5.0,1.0,door_front,1.0,108.8,0.0,combustion
2021.0,78000,4.0,none,0.0,0.0,door_front,1.0,92.5,0.0,combustion
2022.0,60000,5.0,front,2.0,0.0,door_front,1.0,98.1,0.0,hybrid
2008.0,244000,0.0,rear,3.0,0.0,door_front,1.0,75.9,1.0,hybrid
2009.0,239000,1.0,side,4.0,1.0,door_front,1.0,85.0,0.0,ev
2010.0,226000,2.0,none,0.0,0.0,door_front,1.0,82.8,0.0,combustion
2011.0,194000,3.0,front,1.0,0.0,door_front,1.0,92.7,1.0,combustion
2012.0,187000,4.0,rear,2.0,0.0,door_front,1.0,91.6,0.0,hybrid
2013.0,174000,5.0,side,3.0,1.0,door_front,1.0,108.6,0.0,combustion
2014.0,160000,0.0,none,0.0,0.0,door_front,1.0,74.1,1.0,combustion
2015.0,143000,1.0,front,5.0,1.0,door_front,1.0,91.8,1.0,combustion
2016.0,132000,2.0,rear,1.0,0.0,door_front,1.0,81.5,1.0,combustion
2017.0,103000,3.0,side,2.0,0.0,door_front,1.0,88.6,0.0,combustion
2018.0,118000,4.0,none,0.0,0.0,door_front,1.0,86.1,1.0,hybrid
2019.0,85000,5.0,front,4.0,1.0,door_front,1.0,99.4,0.0,combustion
2020.0,96000,0.0,rear,5.0,0.0,door_front,1.0,70.6,1.0,hybrid
2021.0,47000,1.0,side,1.0,0.0,door_front,1.0,80.3,1.0,combustion
2022.0,27000,2.0,none,0.0,0.0,door_front,1.0,85.7,1.0,hybrid
2008.0,266000,3.0,front,3.0,1.0,door_front,1.0,92.6,0.0,combustion
2009.0,272000,4.0,rear,4.0,0.0,door_front,1.0,90.3,0.0,combustion
2010.0,221000,5.0,side,5.0,1.0,door_front,1.0,127.7,0.0,combustion
2011.0,200000,0.0,none,0.0,0.0,door_front,1.0,83.3,1.0,combustion
2012.0,198000,1.0,front,2.0,0.0,door_front,1.0,88.2,1.0,combustion
2013.0,182000,2.0,rear,3.0,0.0,door_front,1.0,87.0,1.0,combustion
2014.0,167000,3.0,side,4.0,1.0,door_front,1.0,104.5,0.0,combustion
2015.0,140000,4.0,none,0.0,0.0,door_front,1.0,94.8,1.0,combustion
2016.0,169000,5.0,front,1.0,0.0,door_front,1.0,103.1,1.0,combustion
2017.0,112000,0.0,rear,2.0,0.0,door_front,1.0,66.9,1.0,ev
2018.0,68000,1.0,side,3.0,1.0,door_front,1.0,95.9,1.0,combustion
2019.0,74000,2.0,none,0.0,0.0,door_front,1.0,88.9,1.0,combustion
2020.0,65000,3.0,front,5.0,1.0,door_front,1.0,89.3,0.0,combustion
2021.0,51000,4.0,rear,1.0,0.0,door_front,1.0,96.5,0.0,combustion
2022.0,50000,5.0,side,2.0,0.0,door_front,1.0,106.0,0.0,hybrid
2008.0,254000,0.0,none,0.0,0.0,door_front,1.0,72.1,1.0,combustion
2009.0,253000,1.0,front,4.0,1.0,door_front,1.0,82.2,1.0,combustion
2010.0,227000,2.0,rear,5.0,0.0,door_front,1.0,87.9,1.0,combustion
2011.0,179000,3.0,side,1.0,0.0,door_front,1.0,88.9,1.0,hybrid
2012.0,193000,4.0,none,0.0,0.0,door_front,1.0,92.6,1.0,hybrid
2013.0,173000,5.0,front,3.0,1.0,door_front,1.0,97.7,0.0,combustion
2014.0,160000,0.0,rear,4.0,0.0,door_front,1.0,72.4,1.0,combustion
2015.0,129000,1.0,side,5.0,1.0,door_front,1.0,103.5,0.0,combustion
2016.0,146000,2.0,none,0.0,0.0,door_front,1.0,86.6,0.0,hybrid
2017.0,131000,3.0,front,2.0,0.0,door_front,1.0,88.0,1.0,combustion
2018.0,98000,4.0,rear,3.0,0.0,door_front,1.0,100.5,0.0,combustion
2019.0,75000,5.0,side,4.0,1.0,door_front,1.0,112.4,0.0,combustion
2020.0,59000,0.0,none,0.0,0.0,door_front,1.0,57.8,1.0,combustion
2021.0,57000,1.0,front,1.0,0.0,door_front,1.0,70.4,1.0,combustion
2022.0,29000,2.0,rear,2.0,0.0,door_front,1.0,82.4,0.0,combustion
2008.0,255000,3.0,side,3.0,1.0,door_front,1.0,104.9,0.0,combustion
2009.0,256000,4.0,none,0.0,0.0,door_front,1.0,98.3,0.0,combustion
2010.0,236000,5.0,front,5.0,1.0,door_front,1.0,95.3,0.0,combustion
2011.0,206000,0.0,rear,1.0,0.0,door_front,1.0,76.4,0.0,combustion
2012.0,178000,1.0,side,2.0,0.0,door_front,1.0,84.2,0.0,ev
2013.0,204000,2.0,none,0.0,0.0,door_front,1.0,79.9,0.0,combustion
2014.0,144000,3.0,front,4.0,1.0,door_front,1.0,94.8,0.0,hybrid
2015.0,153000,4.0,rear,5.0,0.0,door_front,1.0,100.0,0.0,combustion
2016.0,122000,5.0,side,1.0,0.0,door_front,1.0,98.1,0.0,hybrid
2017.0,120000,0.0,none,0.0,0.0,door_front,1.0,76.7,1.0,hybrid
2018.0,100000,1.0,front,3.0,1.0,door_front,1.0,74.2,0.0,hybrid
2019.0,78000,2.0,rear,4.0,0.0,door_front,1.0,86.3,0.0,combustion
2020.0,68000,3.0,side,5.0,1.0,door_front,1.0,108.1,0.0,combustion
2021.0,78000,4.0,none,0.0,0.0,door_front,1.0,94.5,0.0,combustion
2022.0,60000,5.0,front,2.0,0.0,door_front,1.0,103.3,0.0,hybrid
2008.0,244000,0.0,rear,3.0,0.0,door_front,1.0,77.4,1.0,hybrid
2009.0,239000,1.0,side,4.0,1.0,door_front,1.0,94.1,0.0,ev
2010.0,226000,2.0,none,0.0,0.0,door_front,1.0,88.7,0.0,combustion
2011.0,194000,3.0,front,1.0,0.0,door_front,1.0,88.2,1.0,combustion
2012.0,187000,4.0,rear,2.0,0.0,door_front,1.0,89.6,0.0,hybrid
2013.0,174000,5.0,side,3.0,1.0,door_front,1.0,102.6,0.0,combustion
2014.0,160000,0.0,none,0.0,0.0,door_front,1.0,77.2,1.0,combustion
2015.0,143000,1.0,front,5.0,1.0,door_front,1.0,69.7,1.0,combustion
2016.0,132000,2.0,rear,1.0,0.0,door_front,1.0,86.8,0.0,combustion
2017.0,103000,3.0,side,2.0,0.0,door_front,1.0,95.7,0.0,combustion
2018.0,118000,4.0,none,0.0,0.0,door_front,1.0,93.0,0.0,hybrid
2019.0,85000,5.0,front,4.0,1.0,door_front,1.0,107.2,0.0,combustion
2020.0,96000,0.0,rear,5.0,0.0,door_front,1.0,65.0,1.0,hybrid
2021.0,47000,1.0,side,1.0,0.0,door_front,1.0,73.7,1.0,combustion
2022.0,27000,2.0,none,0.0,0.0,door_front,1.0,73.9,1.0,hybrid
2008.0,266000,3.0,front,3.0,1.0,door_front,1.0,86.4,0.0,combustion
2009.0,272000,4.0,rear,4.0,0.0,door_front,1.0,93.0,1.0,combustion
2010.0,221000,5.0,side,5.0,1.0,door_front,1.0,125.6,0.0,combustion
2011.0,200000,0.0,none,0.0,0.0,door_front,1.0,67.0,1.0,combustion
2012.0,198000,1.0,front,2.0,0.0,door_front,1.0,70.1,1.0,combustion
2013.0,182000,2.0,rear,3.0,0.0,door_front,1.0,86.5,0.0,combustion
2014.0,167000,3.0,side,4.0,1.0,door_front,1.0,109.3,0.0,combustion
2015.0,140000,4.0,none,0.0,0.0,door_front,1.0,93.3,0.0,combustion
2016.0,169000,5.0,front,1.0,0.0,door_front,1.0,101.4,0.0,combustion
2017.0,112000,0.0,rear,2.0,0.0,door_front,1.0,70.3,1.0,ev
2018.0,68000,1.0,side,3.0,1.0,door_front,1.0,88.4,1.0,combustion
2019.0,74000,2.0,none,0.0,0.0,door_front,1.0,82.8,1.0,combustion
2020.0,65000,3.0,front,5.0,1.0,door_front,1.0,99.4,0.0,combustion
2021.0,51000,4.0,rear,1.0,0.0,door_front,1.0,87.4,0.0,combustion
2022.0,50000,5.0,side,2.0,0.0,door_front,1.0,97.6,0.0,hybrid
2008.0,254000,0.0,none,0.0,0.0,door_front,1.0,74.5,1.0,combustion
2009.0,253000,1.0,front,4.0,1.0,door_front,1.0,76.6,0.0,combustion
2010.0,227000,2.0,rear,5.0,0.0,door_front,1.0,81.9,1.0,combustion
2011.0,179000,3.0,side,1.0,0.0,door_front,1.0,85.5,1.0,hybrid
2012.0,193000,4.0,none,0.0,0.0,door_front,1.0,93.5,0.0,hybrid
2013.0,173000,5.0,front,3.0,1.0,door_front,1.0,91.9,0.0,combustion
2014.0,160000,0.0,rear,4.0,0.0,door_front,1.0,88.1,1.0,combustion
2015.0,129000,1.0,side,5.0,1.0,door_front,1.0,96.3,0.0,combustion
2009.0,216000,0.0,none,0.0,0.0,door_rear,1.0,76.0,0.0,hybrid
2010.0,245000,1.0,front,2.0,0.0,door_rear,1.0,67.8,1.0,combustion
2011.0,191000,2.0,rear,3.0,0.0,door_rear,1.0,84.0,1.0,combustion
2012.0,214000,3.0,side,4.0,1.0,door_rear,1.0,95.6,0.0,combustion
2013.0,202000,4.0,none,0.0,0.0,door_rear,1.0,81.6,0.0,hybrid
2014.0,168000,5.0,front,1.0,0.0,door_rear,1.0,92.3,1.0,hybrid
2015.0,168000,0.0,rear,2.0,0.0,door_rear,1.0,68.9,1.0,hybrid
2016.0,122000,1.0,side,3.0,1.0,door_rear,1.0,92.4,1.0,combustion
2017.0,104000,2.0,none,0.0,0.0,door_rear,1.0,77.9,0.0,combustion
2018.0,107000,3.0,front,5.0,1.0,door_rear,1.0,75.7,1.0,ev
2019.0,73000,4.0,rear,1.0,0.0,door_rear,1.0,97.5,0.0,ev
2020.0,70000,5.0,side,2.0,0.0,door_rear,1.0,90.1,0.0,hybrid
2021.0,74000,0.0,none,0.0,0.0,door_rear,1.0,65.9,1.0,combustion
2022.0,19000,1.0,front,4.0,1.0,door_rear,1.0,75.5,1.0,combustion
2008.0,254000,2.0,rear,5.0,0.0,door_rear,1.0,91.7,0.0,combustion
2009.0,227000,3.0,side,1.0,0.0,door_rear,1.0,83.4,0.0,combustion
2010.0,219000,4.0,none,0.0,0.0,door_rear,1.0,79.6,0.0,combustion
2011.0,199000,5.0,front,3.0,1.0,door_rear,1.0,93.9,0.0,combustion
2012.0,207000,0.0,rear,4.0,0.0,door_rear,1.0,93.0,1.0,ev
2013.0,144000,1.0,side,5.0,1.0,door_rear,1.0,92.9,0.0,combustion
2014.0,144000,2.0,none,0.0,0.0,door_rear,1.0,75.4,1.0,hybrid
2015.0,136000,3.0,front,2.0,0.0,door_rear,1.0,76.8,1.0,ev
2016.0,121000,4.0,rear,3.0,0.0,door_rear,1.0,92.5,0.0,ev
2017.0,126000,5.0,side,4.0,1.0,door_rear,1.0,106.8,0.0,hybrid
2018.0,87000,0.0,none,0.0,0.0,door_rear,1.0,66.0,0.0,combustion
